date,weekday,week_number,month,post_slot,camera,camera_submode,format,look,scene_type,cast,sibling_canon,concept,prompt_seed,caption_type,caption,product,product_sku,seasonal_hook,notes
2027-02-18,Thursday,7,February,thu,Camera B,,3:2,SILVER,SWEAT,ROULEUR,BETWEEN ROUNDS,Heat still in the room after the last pull.,"[Camera B 3:2, still photographer, sibling feel BETWEEN ROUNDS] + [SILVER] + [35mm or 50mm, shallow mid depth, desaturated cool silver grade] + [rouleur mid-interval, breathing hard, unfinished rep] + [worn Rapha jersey under open gilet, grease-marked gloves] + [mat room after open mat] + [towel knotted, chalk block cracked, HR strap dangling, water bottle on side] + [cool silver ambient, fluorescent or overcast] + [depth falloff too abrupt mid-body] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,salt marks on the mat entrance.,no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,
2027-02-19,Friday,7,February,fri,Camera A,,landscape_kitchen,AVAILABLE,KITCHEN,FIGHTER,COUNTER,Steam and lists; kitchen as base camp.,"[Camera A landscape landscape_kitchen, phone documentary] + [AVAILABLE] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [fighter plating plain food, kettle steam, no smile] + [cut-sleeve hoodie, hand-wrap residue, scuffed Nike Metcons] + [hotel kitchenette before race] + [cut lemon half, rice cooker lid ajar, protein scoop in sink, shopping list magnet] + [mixed available light, practical lamps, window spill] + [thumb partially in frame, handed camera shake] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",kitchen,sunday is just rice.,no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,
2027-02-20,Saturday,7,February,sat,Camera A,HANDED,1:1,FLAT GREY,SMEAR,MILER,MIRROR,A smear that proves the session happened.,"[Camera A HANDED 1:1, phone documentary] + [FLAT GREY] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [miler moving through wet or chalked space, smear in foreground] + [faded Asics singlet, chalk-dusted shorts, mismatched socks] + [wet pavement under sodium lamp] + [glove left behind, tape peel, mud streak on shin, rain on camera glass] + [overcast flat grey, no drama] + [lens distortion at frame edge, barrel bend] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,gloves take longer to dry.,no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,texture priority over face
2027-02-22,Monday,8,February,mon,Camera B,,2.39:1,SILVER,PREP,MILER,BOXER CROP,Quiet assembly before leaving the flat.,"[Camera B 2.39:1, still photographer, sibling feel BOXER CROP] + [AVAILABLE] + [35mm available light, natural depth] + [miler packing bag, checking straps, quiet focus] + [faded Asics singlet, chalk-dusted shorts, mismatched socks] + [gym locker bench] + [shoes untied, bib number loose, gel wrappers crumpled, belt coiled] + [mixed available light, practical lamps, window spill] + [focus soft on nearest plane] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",log,intervals done. floor still wet.,no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,
2027-02-23,Tuesday,8,February,tue,Camera B,,2.39:1,SILVER,GYM,ENGINE,GRAPPLE,Hardware and chalk without a PR face.,"[Camera B 2.39:1, still photographer, sibling feel GRAPPLE] + [SILVER] + [35mm or 50mm, shallow mid depth, desaturated cool silver grade] + [engine between sets, hands on knees, empty bay] + [plain grey tee dark with sweat, compression tights, cheap watch] + [rower bay empty] + [timer blinking, wrist wraps draped, jump rope coiled wrong, bumper plate on edge] + [cool silver ambient, fluorescent or overcast] + [motion blur on trailing limb] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",place,wet coastal road under flat grey.,no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,
2027-02-25,Thursday,8,February,thu,Camera B,,1:1,SILVER,SWEAT,GRAPPLER,BETWEEN ROUNDS,"Interval residue: wet floor, unfinished set.","[Camera B 1:1, still photographer, sibling feel BETWEEN ROUNDS] + [SILVER] + [35mm or 50mm, shallow mid depth, desaturated cool silver grade] + [grappler mid-interval, breathing hard, unfinished rep] + [damp gi pants half-on, rashguard rolled, chalk on knuckles] + [indoor track lanes 3-4] + [HR strap dangling, water bottle on side, towel knotted, chalk block cracked] + [cool silver ambient, fluorescent or overcast] + [depth falloff too abrupt mid-body] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,mud on the cleat is just mud.,yes,BPC157+TB500,mid-winter grind; Hyrox Basel Katowice Vienna mood,product peripheral only; lifestyle-first
2027-02-26,Friday,8,February,fri,Camera A,HANDED,9:16,AVAILABLE,PREP,ENGINE,FUEL LAY,Quiet assembly before leaving the flat.,"[Camera A HANDED 9:16, phone documentary] + [AVAILABLE] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [engine packing bag, checking straps, quiet focus] + [plain grey tee dark with sweat, compression tights, cheap watch] + [car boot before session] + [gel wrappers crumpled, shoes untied, bib number loose, belt coiled] + [mixed available light, practical lamps, window spill] + [lens distortion at frame edge, barrel bend] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",log,intervals done. floor still wet.,no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,
2027-02-27,Saturday,8,February,sat,Camera B,,screen,SILVER,SWEAT,ROULEUR,BOXER CROP,"Interval residue: wet floor, unfinished set.","[Screen screen] + [FLAT GREY] + [UI close, phone screen in hand or on counter] + [rouleur training log or map visible, thumb edge] + [plain sleeve cuff] + [kitchen or gym bench] + [pen, coffee ring, charging cable, notebook corner] + [overcast flat grey, no drama] + [screen glare, fingerprint smudge] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,salt marks on the mat entrance.,no,,mid-winter grind; Hyrox Basel Katowice Vienna mood,
2027-03-01,Monday,9,March,mon,Camera B,,9:16,SILVER,SWEAT,ROULEUR,BOXER CROP,"Interval residue: wet floor, unfinished set.","[Camera A HANDED 9:16, phone documentary] + [AVAILABLE] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [rouleur mid-interval, breathing hard, unfinished rep] + [worn Rapha jersey under open gilet, grease-marked gloves] + [basement gym Zurich] + [chalk block cracked, towel knotted, HR strap dangling, water bottle on side] + [mixed available light, practical lamps, window spill] + [HDR haloing on window edges] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,road grit thinner than february.,no,,Glasgow Hyrox window; spring edge returning; longer outdoor miles,
2027-03-02,Tuesday,9,March,tue,Screen,,screen,AVAILABLE,ROAD,GRAPPLER,NOTEBOOK,Climb or coast under flat light.,"[Screen screen] + [FLAT GREY] + [UI close, phone screen in hand or on counter] + [grappler training log or map visible, thumb edge] + [plain sleeve cuff] + [kitchen or gym bench] + [pen, coffee ring, charging cable, notebook corner] + [overcast flat grey, no drama] + [screen glare, fingerprint smudge] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",log,spring edge in the legs. still cold air.,no,,Glasgow Hyrox window; spring edge returning; longer outdoor miles,story candidate; UI mock from real log
2027-03-04,Thursday,9,March,thu,Camera B,,1:1,SILVER,SWEAT,MILER,BOXER CROP,Heat still in the room after the last pull.,"[Camera A HANDED 1:1, phone documentary] + [AVAILABLE] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [miler mid-interval, breathing hard, unfinished rep] + [faded Asics singlet, chalk-dusted shorts, mismatched socks] + [mat room after open mat] + [towel knotted, water bottle on side, HR strap dangling, chalk block cracked] + [mixed available light, practical lamps, window spill] + [slight dutch tilt, horizon not level] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,lighter at six again.,no,,Glasgow Hyrox window; spring edge returning; longer outdoor miles,
2027-03-05,Friday,9,March,fri,Camera A,HANDED,4:5,AVAILABLE,GYM,OPERATOR,STAIRWELL,Empty bay between sets; work unfinished.,"[Camera A HANDED 4:5, phone documentary] + [AVAILABLE] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [operator between sets, hands on knees, empty bay] + [utility pants, black base layer, tape on one finger] + [sled lane after last pull] + [wrist wraps draped, timer blinking, jump rope coiled wrong, bumper plate on edge] + [mixed available light, practical lamps, window spill] + [thumb partially in frame, handed camera shake] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",place,wet climb off the albis. cars indifferent.,no,,Glasgow Hyrox window; spring edge returning; longer outdoor miles,
2027-03-06,Saturday,9,March,sat,Camera B,,3:2,SILVER,SWEAT,ROULEUR,BETWEEN ROUNDS,Heat still in the room after the last pull.,"[Camera B 3:2, still photographer, sibling feel BETWEEN ROUNDS] + [FLAT GREY] + [35mm, flat even grey ambient, low contrast depth] + [rouleur mid-interval, breathing hard, unfinished rep] + [worn Rapha jersey under open gilet, grease-marked gloves] + [indoor track lanes 3-4] + [chalk block cracked, HR strap dangling, water bottle on side, towel knotted] + [overcast flat grey, no drama] + [negative space uneven, subject off-third] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",flat observation,asphalt holds the day longer.,no,,Glasgow Hyrox window; spring edge returning; longer outdoor miles,
2027-03-08,Monday,10,March,mon,Camera A,SELF,4:5,AVAILABLE,HEIGHTENED,OPERATOR,STAIRWELL,Rare height or space without spectacle.,"[Camera A SELF 4:5, phone documentary] + [AVAILABLE] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [operator paused on landing, city below soft, breath visible] + [utility pants, black base layer, tape on one finger] + [dawn overlook above city] + [fog on railing, breath vapour, distant tram light, loose lace] + [mixed available light, practical lamps, window spill] + [slight dutch tilt, horizon not level] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",place,glasgow week somewhere. same sled here.,no,,Glasgow Hyrox window; spring edge returning; longer outdoor miles,rare height; keep non-spectacle
2027-03-09,Tuesday,10,March,tue,Camera A,SELF,9:16,AVAILABLE,PROOF,MILER,NOTEBOOK,Numbers before narrative; log first.,"[Camera A SELF 9:16, phone documentary] + [AVAILABLE] + [phone wide ~24mm equivalent, deep focus, HDR processing, edge distortion, over-sharpening; HDR, lens distortion, over-sharpening, slight tilt] + [miler logging numbers, head down, pen moving] + [faded Asics singlet, chalk-dusted shorts, mismatched socks] + [kitchen counter with notebook] + [pen uncapped, coffee ring stain, old pace printout, torn race bib edge] + [mixed available light, practical lamps, window spill] + [HDR haloing on window edges] + no one looking at camera, no posing, no logos on footwear, documentary photograph not advertising",log,long ride in the book. legs quiet.,no,,Glasgow Hyrox window; spring edge returning; longer outdoor miles,
